word,object,action,qualifier,structural,punctuation,alpha,numeric,alphanumeric,glyph,question,whitesapce,unknown,certainty,absoluteness,polarity,insult,formality,morality,hierarchy,scale,worth,plurality,necessity,temporality,quickness,nothingness,dynamism,continuity,artificiality,agency,abstractness,mysticism,affect,arousal,fear,hedonics,valence,mass,time,length,width,height,temperature,luminance,origin,destination,lateralism,verticality,precedence,dimensionality,containment,boundary,proximity,rotational,terrestrial,gaseousness,fluidity,ignition,safety,shelter,sustenance,gender,audibility,palatability,olfactibility,hue,saturation,color_value,transparency,strength,dexterity,intelligence,wisdom,constitution
years,3.5,0.0,0.5,0.5,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,-0.5,0.8,-0.5,0.0,0.0,0.0,0.2,2.5,-0.5,2.5,0.0,-2.0,-0.5,0.2,-2.5,-2.5,-0.5,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,3.8,1.5,0.2,0.2,0.2,0.0,0.5,0.5,-0.5,0.0,-0.5,1.2,-2.0,0.5,0.5,0.0,0.2,0.0,0.1,0.0,-0.5,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.2,0.5
yes,1.5,0.0,0.5,1.5,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.5,3.0,0.5,-0.5,2.0,-0.5,2.5,0.0,0.5,-0.5,0.5,2.0,-0.5,-0.5,0.2,-0.5,-0.5,-1.0,0.5,0.5,2.5,2.8,-0.5,0.5,2.8,2.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,-0.5,-0.5,0.5,-0.5,0.5,0.5,0.0,0.5,0.2,0.0,0.0,-0.5,0.0,-0.5,-0.5,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.5,1.5,0.5
yet,1.5,2.5,2.5,2.5,0.5,0.5,0.0,0.0,0.0,0.2,0.0,1.5,-1.5,1.5,-1.5,-0.5,-0.5,-0.5,0.2,0.8,-0.5,0.8,-0.5,-1.5,-1.5,0.2,-1.5,-2.5,-1.5,1.2,1.5,0.2,-0.5,-0.5,1.2,-0.5,-0.5,0.2,0.8,0.8,0.2,0.2,0.2,0.2,0.2,1.2,-0.5,-0.5,-1.5,1.2,-1.5,0.8,1.5,0.2,0.2,0.2,0.2,0.2,-1.5,0.2,-0.5,-0.5,1.2,0.2,0.2,0.0,0.0,0.0,0.6,0.2,0.5,1.2,1.2,0.2
yore,2.5,0.2,2.8,0.5,0.0,2.0,0.0,0.0,0.5,0.0,0.0,2.5,-2.5,0.8,-2.5,-0.5,-2.5,-0.5,0.2,0.8,-2.5,0.2,-2.5,-3.5,-2.5,0.2,-2.5,-2.5,-2.5,0.2,0.8,1.2,-0.5,-0.5,0.2,-0.5,-2.5,0.2,2.8,0.2,0.2,0.2,0.2,0.2,2.8,0.2,-2.5,-2.5,-2.5,1.2,-2.5,0.8,1.2,0.1,0.8,0.2,0.2,0.1,-2.5,0.2,-2.5,-2.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.5,0.2
york,3.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.2,-0.5,0.0,-0.5,0.0,0.2,0.8,-0.5,0.2,-0.5,-0.5,-0.5,0.0,-1.5,-0.5,-1.5,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.1,0.5,0.5,0.2,0.1,0.0,0.2,0.8,-1.5,0.0,-0.5,0.8,-1.5,0.8,0.8,0.0,2.5,0.0,0.1,0.0,-0.5,0.8,0.0,-0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.2,0.0
you,4.0,1.5,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.5,-0.5,-0.5,-1.0,-0.5,0.2,0.5,-0.5,0.2,-0.5,-0.5,-0.5,0.0,-0.5,-0.5,-1.0,3.8,0.2,0.2,-0.5,-0.5,0.5,-0.5,-0.5,0.0,0.1,0.5,0.0,0.2,0.2,0.0,0.2,0.2,-0.5,-0.5,-0.5,0.5,-1.0,0.2,0.8,0.0,0.2,0.2,0.0,0.0,-0.5,0.2,-0.5,-0.5,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.2,0.8,0.0
young,2.5,0.5,3.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,1.5,1.2,2.5,2.5,0.5,0.5,0.2,1.2,2.5,0.2,0.0,2.8,0.5,0.2,2.8,0.5,-1.5,2.5,1.2,0.2,0.5,0.5,1.2,0.5,2.5,0.2,1.2,0.8,0.5,0.8,0.2,0.8,0.8,0.2,0.0,2.5,0.5,1.8,2.5,0.8,2.8,0.2,0.8,0.2,0.8,0.2,-0.5,0.8,0.5,-0.5,1.2,0.8,0.2,0.0,0.0,0.0,0.8,1.2,2.5,1.2,1.2,2.8
your,2.5,0.5,2.8,1.5,0.0,1.5,0.0,0.0,0.0,1.5,0.0,1.5,-0.5,0.5,-0.5,-1.0,-0.5,-0.5,0.5,0.5,-0.5,0.2,-0.5,-1.0,-0.5,0.0,-1.5,-0.5,-0.5,1.5,0.5,0.5,-1.5,-0.5,0.5,-0.5,-0.5,0.2,0.1,0.5,0.5,0.5,0.2,0.5,0.5,0.5,-0.5,0.5,-1.5,0.5,1.0,0.5,1.5,0.0,0.2,0.2,0.0,0.0,-1.5,0.5,-0.5,-0.5,1.2,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5,1.2,1.2,0.0
yours,2.5,1.5,2.5,0.5,0.0,1.5,0.0,0.2,0.0,0.0,0.0,0.5,2.5,1.5,2.5,2.5,1.5,2.5,0.8,1.2,2.5,0.8,2.5,-1.5,-0.5,0.2,2.5,2.5,-1.5,1.5,0.8,0.2,3.5,1.5,1.2,2.8,2.8,0.5,0.2,1.5,1.5,0.5,0.2,0.5,0.8,1.5,-1.0,1.0,2.5,1.2,2.5,0.8,2.5,0.2,0.5,0.2,0.5,0.2,2.5,2.5,1.5,-1.5,1.5,1.5,0.5,0.0,0.0,0.0,0.2,1.5,1.5,1.2,1.5,1.5
yourself,3.5,2.5,2.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.5,1.5,-0.5,0.0,1.5,0.5,0.8,1.5,-0.5,0.5,0.5,-0.5,-0.5,0.0,-0.5,-0.5,-0.5,3.8,2.5,0.5,-0.5,-0.5,2.8,-0.5,-0.5,0.2,0.2,0.5,0.5,0.2,0.2,0.5,0.8,0.8,-0.5,-0.5,-0.5,2.8,0.5,0.8,2.8,0.0,0.2,0.0,0.2,0.0,-0.5,0.8,-0.5,-0.5,0.8,0.2,0.0,0.0,0.0,0.0,0.2,0.5,2.5,2.5,2.5,0.5
yourselves,3.5,2.5,2.5,2.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,2.5,-0.5,0.0,2.5,-0.5,0.8,0.8,-0.5,2.5,-0.5,-0.5,-0.5,0.2,-0.5,-0.5,-0.5,2.8,1.5,0.1,-0.5,-0.5,0.2,-0.5,-0.5,0.2,0.1,0.5,0.5,0.2,0.2,0.2,0.2,0.2,-0.5,-0.5,-0.5,2.5,-0.5,0.8,2.8,0.0,0.2,0.2,0.2,0.0,-0.5,0.2,-0.5,-0.5,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.5,1.2,0.8,0.5
yow,1.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2.5,0.0,0.0,3.8,-2.5,0.2,-2.5,-2.5,-3.5,-0.5,0.0,0.2,-0.5,0.0,-0.5,-2.5,-2.5,0.0,2.8,-2.5,-2.5,3.8,0.0,2.8,-2.5,-3.5,2.8,-2.5,-2.5,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.2,0.1,-2.5,-2.5,-2.5,0.2,-2.5,0.2,0.2,0.0,0.1,0.2,0.0,0.0,-2.5,0.0,-0.5,-0.5,3.8,0.2,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.5,0.0
yuh,1.2,0.5,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,3.5,-2.5,0.5,-1.5,-1.5,-2.5,-0.5,0.1,0.2,-1.5,0.2,-0.5,-1.5,-1.5,0.0,-1.5,-2.5,-1.5,0.5,0.2,0.1,-1.5,-2.5,0.5,-1.5,-1.5,0.0,0.1,0.1,0.0,0.1,0.1,0.2,0.2,0.2,-2.0,-1.5,-1.5,0.2,-1.5,0.2,0.2,0.0,0.1,0.2,0.2,0.0,-1.5,0.0,-0.5,-1.5,1.2,0.5,0.2,0.0,0.0,0.0,0.1,0.0,0.5,0.2,0.2,0.0
king,3.8,0.5,3.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,3.5,2.8,3.5,2.8,2.8,3.8,2.8,3.5,0.2,3.5,-1.5,-0.5,0.2,-2.5,-2.5,-1.5,3.8,0.8,0.2,2.8,-1.5,0.8,-0.5,2.8,0.2,0.1,0.5,0.5,2.8,0.2,0.2,0.8,2.8,2.8,2.8,3.8,3.8,2.8,3.8,2.8,0.2,2.8,0.1,0.2,0.1,3.5,0.8,-0.5,-3.5,0.8,0.2,0.0,0.0,0.0,0.0,0.2,3.8,0.5,0.8,0.5,0.5
queen,3.8,0.5,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,-0.5,3.8,2.8,2.5,3.8,2.8,3.5,0.5,-0.5,-0.5,-0.5,0.2,-1.5,-1.5,-0.5,3.5,1.5,0.5,3.5,-0.5,0.8,2.5,2.8,0.2,0.1,0.5,0.5,2.8,0.2,0.5,0.5,0.2,-0.5,2.8,-0.5,2.8,2.8,1.8,2.8,0.2,0.2,0.2,0.2,0.2,-0.5,0.5,-0.5,3.8,2.8,0.8,0.2,0.0,0.0,0.0,0.2,0.8,0.5,1.2,1.2,0.5
prince,3.5,0.5,2.8,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,-1.5,0.8,2.8,3.5,2.8,2.5,3.5,1.8,3.5,0.2,-1.5,-1.5,-0.5,0.2,-1.5,-1.5,-1.5,2.8,1.2,0.5,2.8,-1.5,0.5,2.8,2.8,0.2,0.1,0.5,0.5,0.8,0.2,0.5,0.8,0.8,-1.5,2.8,2.8,2.8,-1.5,0.8,2.8,0.2,0.5,0.1,0.1,0.2,-1.5,0.5,-0.5,-2.5,2.8,0.2,0.5,0.0,0.0,0.0,0.2,1.5,0.5,0.8,0.5,0.5
princess,3.8,0.2,3.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,-1.5,0.8,-1.5,-1.5,2.5,-1.5,2.8,1.8,2.8,0.2,-1.5,-1.5,-0.5,0.2,-2.5,-2.5,-1.5,2.8,0.8,0.2,2.8,0.5,0.8,2.5,2.8,0.2,0.1,0.2,0.2,2.8,0.2,0.2,0.8,0.8,-1.5,2.8,-1.5,2.8,-2.5,1.8,2.8,0.2,0.2,0.1,0.2,0.1,-1.5,2.8,-0.8,3.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.2,0.8,0.2,0.2,0.2
knight,3.5,2.5,2.8,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,2.8,0.8,-1.5,2.8,2.8,2.8,2.8,2.5,2.8,0.5,2.8,-2.0,-2.0,0.2,-2.5,-2.5,-1.5,2.8,0.8,1.2,2.8,-1.5,1.2,-0.5,-0.5,0.2,0.1,2.5,0.5,0.8,0.2,0.2,0.8,0.5,-2.0,-2.0,2.8,2.8,-2.0,2.8,2.8,0.5,0.8,0.1,0.2,0.2,2.8,3.8,-0.5,-2.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,3.8,3.8,1.8,1.8,0.5
duke,3.5,0.5,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,0.8,-0.5,2.8,2.5,-0.5,3.5,1.2,2.8,0.2,2.5,-1.5,0.0,0.0,-2.5,-1.5,-1.5,1.2,0.8,0.0,-0.5,0.0,0.2,0.0,0.0,0.2,0.1,0.5,0.5,0.5,0.2,0.2,0.8,0.2,-1.5,2.8,2.8,1.8,-1.5,0.8,2.8,0.0,0.8,0.0,0.1,0.0,-1.5,0.5,0.0,-2.5,0.8,0.2,0.0,0.0,0.0,0.0,0.2,1.5,0.5,0.2,0.2,0.0
priest,3.5,2.5,2.8,0.5,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.5,-2.0,-0.5,2.8,2.8,2.8,0.8,-1.5,0.2,-2.5,-2.0,-0.5,0.2,-2.5,-2.5,-1.8,2.8,2.5,2.8,2.8,-0.8,1.2,-0.8,-0.5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.5,-2.0,-1.5,-1.5,2.8,-2.5,1.8,2.8,0.1,0.2,0.2,0.2,0.2,-1.5,0.8,-0.5,-2.5,0.5,0.2,0.2,0.0,0.0,0.0,0.2,0.5,0.5,2.8,2.8,0.5
earl,3.5,0.0,2.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.8,0.0,0.5,0.8,0.0,2.8,1.2,0.5,0.2,0.0,-2.5,0.0,0.0,-2.5,-2.5,-2.5,0.8,0.8,0.2,0.0,0.0,0.5,0.0,0.0,0.2,0.1,0.5,0.5,0.5,0.2,0.5,0.8,0.2,0.0,0.0,-1.5,1.8,-2.0,0.8,2.8,0.0,2.8,0.2,0.5,0.2,0.5,0.5,0.0,-2.5,1.5,2.8,2.8,0.0,0.0,0.0,0.5,1.5,0.5,0.5,0.5,0.5
peasant,3.5,0.5,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,1.2,-2.5,-2.5,-2.5,-2.5,0.8,1.2,-2.5,0.8,-2.5,-2.5,-2.5,0.2,-2.5,-2.5,-2.8,1.2,0.8,0.2,-2.5,-2.5,1.2,-2.5,-2.5,0.2,0.2,0.5,0.2,0.2,0.2,0.2,0.8,0.2,-2.5,-2.0,-2.5,2.8,-2.5,0.8,2.8,0.1,2.8,0.1,0.2,0.1,-2.5,1.8,-1.5,-2.5,0.2,1.2,0.5,0.0,0.0,0.0,0.2,1.2,1.2,1.2,1.2,1.2
serf,3.5,0.5,2.8,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-2.8,0.8,-2.5,-3.5,-2.8,-2.5,1.8,0.8,-2.5,0.2,-3.5,-2.5,-2.5,0.2,-2.8,-2.8,-2.8,1.2,0.8,0.0,-2.5,-2.5,1.8,-2.5,-2.5,0.2,0.1,0.5,0.2,0.2,0.2,0.2,0.8,0.2,-2.5,-2.5,-2.5,2.8,-2.5,1.5,2.8,0.1,2.8,0.1,0.2,0.1,-2.5,0.8,-2.5,-3.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.8,0.5,0.2,0.2,0.5
duchess,3.8,0.2,3.5,0.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.5,2.8,0.8,2.5,2.8,2.8,2.5,3.8,1.8,2.8,0.2,-1.5,-2.5,-0.5,0.1,-2.5,-2.5,-1.5,2.8,1.8,0.1,2.8,-0.5,0.2,-0.5,2.5,0.1,0.1,0.2,0.2,2.8,0.1,0.2,0.8,0.2,-1.5,2.5,2.8,2.8,2.5,2.8,2.8,0.0,0.2,0.1,0.1,0.0,2.5,0.2,-0.8,3.5,0.2,0.2,0.2,0.0,0.0,0.0,0.2,0.8,1.8,1.2,0.5,0.2
bank,2.8,2.5,0.5,1.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,-0.5,0.8,-0.5,0.0,0.5,0.0,0.8,1.2,-1.5,0.5,2.5,-1.5,-0.5,0.5,-2.0,-2.0,0.0,0.8,1.5,0.0,0.0,0.0,0.5,-0.5,0.0,0.5,0.2,1.5,1.5,1.5,0.2,0.5,0.8,1.2,-1.5,-1.5,-1.5,1.8,2.5,2.8,1.5,0.2,2.8,0.2,2.5,0.2,-1.5,2.8,0.0,-0.5,0.8,0.2,0.2,0.0,0.0,0.0,0.8,1.5,0.5,1.2,0.5,1.2
river,3.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.8,-2.0,0.0,0.5,0.0,0.2,2.5,-0.5,0.2,0.0,-2.0,-2.0,0.2,-2.0,3.8,-2.8,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,2.8,2.5,0.2,0.2,0.2,0.8,1.8,-2.0,-2.0,-2.0,2.8,-2.5,1.8,2.8,0.5,0.2,0.2,3.8,0.2,-0.5,0.2,-0.5,0.0,0.2,0.2,0.2,0.0,0.0,0.0,1.8,0.5,0.5,0.2,0.8,1.8
stream,2.5,2.8,2.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,-0.5,0.8,2.5,0.0,0.5,0.0,0.2,1.8,2.5,1.2,0.2,-1.5,3.5,0.5,2.8,3.8,-1.5,1.2,2.5,0.2,0.0,0.0,0.2,0.0,0.0,0.2,2.8,2.8,1.5,0.8,1.2,1.2,0.8,2.8,0.0,2.5,2.8,2.8,2.5,1.2,2.8,2.8,0.2,2.8,3.8,1.8,-0.5,0.8,0.0,0.0,2.8,0.8,1.8,0.0,0.0,0.0,2.8,1.5,2.8,2.5,1.8,1.8
tree,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.8,-0.5,0.0,0.5,0.0,0.2,2.8,2.8,0.2,0.0,-0.5,0.0,0.2,-2.5,-2.0,-2.8,0.2,0.8,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,2.8,2.8,2.8,0.2,0.2,0.8,0.2,-0.5,-2.0,-0.5,2.8,-2.0,1.8,2.8,0.2,2.8,0.2,0.2,0.2,-0.5,2.8,-0.5,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.8,1.2,0.5,0.5,1.2,2.8
grass,3.5,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.2,-0.5,0.0,0.0,0.0,0.0,1.2,-0.5,0.2,-0.5,-0.5,-0.5,0.2,-2.5,-2.5,-3.5,0.2,0.8,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.1,0.8,0.8,0.2,0.2,0.2,0.2,0.2,-0.5,-0.5,-0.5,2.8,-2.5,0.2,2.8,0.1,2.8,0.2,0.2,0.2,-0.5,0.2,2.8,0.0,0.2,1.2,1.8,0.0,0.0,0.0,0.8,0.2,0.0,0.2,0.2,2.8
flower,3.8,0.2,0.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.8,0.8,2.8,2.8,0.5,0.5,0.1,1.2,2.8,0.2,-0.8,-0.5,-0.5,0.2,-2.5,-2.5,-2.8,0.2,0.8,0.2,2.8,0.5,0.2,2.8,2.8,0.2,0.1,0.2,0.2,0.2,0.2,0.8,0.2,0.2,-0.5,2.5,-0.5,2.8,2.8,0.8,1.2,0.2,0.2,0.2,0.2,0.2,-0.5,0.2,2.8,2.8,0.2,1.8,2.8,0.0,0.0,0.0,1.2,0.2,0.5,0.2,0.2,1.8
sky,3.5,0.0,0.5,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.8,2.5,0.0,1.5,0.0,0.1,3.8,2.5,0.2,0.0,-0.5,-0.5,0.2,-1.5,2.8,-2.5,0.2,1.8,0.2,0.0,-0.5,0.2,0.5,2.5,0.2,0.2,2.8,2.8,3.8,1.2,2.8,0.2,1.2,2.5,4.0,2.8,2.8,-3.5,0.8,2.8,1.8,0.2,4.0,0.2,0.2,-0.5,0.8,-0.5,0.0,2.8,0.2,1.2,0.0,0.0,0.0,3.8,0.5,0.5,0.2,0.5,1.2
mountain,3.8,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.8,2.8,-2.5,0.0,2.8,0.0,0.2,3.5,3.5,0.2,2.5,-2.5,-2.5,0.2,-2.5,-2.5,-3.8,0.2,0.8,0.5,0.0,-0.5,1.8,-2.5,0.5,2.8,0.2,3.8,2.8,3.8,0.8,1.2,0.8,3.8,-2.5,3.5,-2.5,3.8,2.8,3.8,2.8,1.2,3.8,0.2,0.2,0.2,-2.5,2.8,-0.5,0.0,2.8,0.2,0.2,0.0,0.0,0.0,0.2,3.8,0.5,0.2,2.8,3.8
rock,3.5,2.5,1.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,1.2,-1.5,0.0,-1.5,0.0,0.2,2.8,-1.5,0.2,-0.5,-2.0,-2.0,0.2,-2.8,-2.5,-2.5,0.2,0.8,0.0,0.0,-0.5,0.2,0.0,-0.5,2.8,0.1,2.8,1.2,1.2,1.2,0.5,0.8,0.2,-0.5,-2.0,-2.0,2.8,-2.0,2.8,2.8,0.2,3.6,0.2,0.2,0.2,-1.5,2.8,0.0,0.0,3.8,0.2,0.0,0.0,0.0,0.0,0.8,3.8,1.2,0.2,0.2,2.8
boulder,3.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,2.8,-2.0,0.0,0.5,0.0,0.2,2.8,-2.5,0.2,-0.5,-2.0,-2.5,0.2,-3.5,-2.8,-2.8,0.2,0.8,0.0,0.0,-0.5,1.2,-0.5,0.0,2.8,0.1,3.8,2.8,2.8,0.2,0.2,1.8,2.8,-2.0,-2.5,-2.5,2.8,2.8,3.8,2.8,0.5,3.8,0.2,0.2,0.2,-2.5,2.8,-0.5,0.0,2.8,0.2,0.0,0.0,0.0,0.0,0.2,3.8,0.5,0.2,0.5,3.8
spark,2.8,2.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.2,3.5,0.5,0.5,0.0,0.2,1.2,2.5,0.2,1.5,2.8,4.0,0.2,3.8,2.8,2.5,1.8,1.5,0.2,0.0,2.8,1.2,2.5,2.8,0.2,0.2,0.2,0.2,0.2,3.8,3.8,2.8,0.2,2.5,2.5,2.8,2.8,2.5,0.8,2.8,1.2,0.2,2.8,0.8,3.8,2.5,0.2,0.0,0.0,3.8,1.5,2.8,0.0,0.0,0.0,3.8,1.5,2.8,2.5,1.2,1.5
blaze,3.5,3.5,3.8,0.0,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.5,3.5,2.8,3.5,0.5,1.5,-2.5,0.2,3.8,3.5,0.5,2.8,3.5,3.8,0.2,3.8,3.8,-2.5,2.8,2.5,1.5,-1.5,3.5,3.8,3.5,3.5,0.2,0.8,2.8,0.5,3.8,3.8,3.8,2.8,2.8,2.8,3.5,3.5,3.8,4.0,2.8,3.8,0.5,0.2,3.8,0.2,3.8,-2.8,0.8,-2.5,-1.5,3.8,3.8,3.8,0.8,0.8,0.95,3.8,3.8,1.5,1.2,0.5,3.8
damn,1.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-2.5,0.5,-3.5,-3.5,-2.5,-2.5,0.2,0.5,-2.5,0.2,-2.5,-2.5,-2.5,0.2,-2.5,-2.5,-1.5,2.8,0.2,0.2,-3.5,-3.5,3.8,-2.5,-2.5,0.1,0.2,0.5,0.0,0.2,0.2,0.2,0.2,0.8,-2.5,-2.5,-2.5,1.8,-2.5,0.8,2.8,0.0,0.2,0.0,0.2,0.2,-2.5,0.2,-2.5,-2.5,3.8,0.8,0.0,0.0,0.0,0.0,0.1,1.5,0.5,0.2,0.2,0.5
hell,1.5,0.0,0.5,0.5,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,-2.5,0.8,-3.5,-3.8,-3.5,-3.5,0.2,0.8,-2.5,0.0,-3.5,-3.5,-2.5,0.2,-2.5,-2.8,-2.5,0.5,0.2,3.8,-3.8,-3.5,3.8,-3.5,-3.5,0.0,0.1,0.2,0.0,0.2,0.5,0.2,0.2,0.2,-2.5,-2.5,-2.5,0.8,-3.5,2.8,2.8,0.0,0.2,0.2,0.2,3.8,-3.5,0.8,-2.5,-2.5,3.8,0.2,0.0,0.0,0.0,0.0,0.2,0.5,0.0,0.2,0.2,0.2
heaven,3.8,0.2,3.8,0.8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,3.8,3.8,3.8,3.8,3.8,3.8,0.2,3.8,3.8,0.2,3.8,3.8,0.0,0.2,3.8,3.8,-3.8,0.8,3.8,3.8,3.8,3.8,0.2,3.8,3.8,0.2,0.2,0.2,0.2,4.0,0.2,3.8,0.8,3.8,4.0,4.0,3.8,3.8,4.0,2.8,3.8,0.2,0.2,3.8,0.2,0.2,3.8,4.0,3.8,2.8,0.2,0.8,0.8,0.0,0.0,0.0,3.8,0.2,0.0,0.2,0.8,0.5
crap,1.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,-2.5,0.2,-2.5,-3.5,-3.5,-2.5,0.0,0.2,-2.5,0.0,-2.5,-2.5,-2.0,0.2,-2.5,-2.5,-2.5,0.2,0.2,0.0,-3.5,-2.5,2.8,-2.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-2.0,-2.0,0.2,-2.5,0.2,0.2,0.0,0.2,0.0,0.1,0.0,-2.5,0.0,-2.5,-2.5,0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.1,0.0,0.0
stupid,2.8,0.2,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.8,-2.8,0.8,-3.5,-3.5,-3.5,-2.8,0.2,0.2,-3.5,0.0,-3.5,-2.8,-2.5,0.1,-3.5,-3.5,-2.5,0.8,1.5,0.0,-3.5,-2.8,2.8,-2.8,-2.8,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2,0.0,-3.5,-2.5,-2.8,2.8,-2.8,0.2,0.8,0.0,0.0,0.0,0.0,0.0,-2.8,0.0,-2.8,-2.8,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.0,0.0
gorgeous,1.5,0.0,3.8,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,3.8,0.8,3.8,3.8,3.5,3.8,0.0,1.8,3.8,0.0,2.8,3.8,2.8,0.0,3.8,3.8,2.8,0.2,0.8,0.0,3.8,3.8,0.2,3.8,3.8,0.0,0.1,0.2,0.0,0.2,0.2,3.8,0.0,0.2,4.0,3.8,3.8,3.8,3.8,0.2,0.8,0.0,0.2,0.2,0.2,0.0,3.8,0.0,2.8,3.5,0.8,0.2,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.2,0.0
hideous,2.8,0.0,3.8,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.8,-2.8,0.8,-3.5,-3.8,-2.8,-3.5,0.0,0.8,-3.5,0.0,-3.5,-3.5,-2.5,0.2,-3.5,-3.5,-2.8,0.2,0.2,0.0,-3.8,-3.5,3.8,-3.8,-3.5,0.0,0.1,0.2,0.0,0.1,0.2,0.2,0.2,0.0,-3.5,-2.8,-3.5,3.8,-3.5,2.8,0.8,0.0,0.2,0.0,0.1,0.2,-3.5,0.2,-2.8,-2.8,3.8,0.2,3.8,0.0,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.2
